DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês notificação
Período:2017
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"261140 PRIMAVERA";1;-;-;-;1;-;-;-;-;-;-;-;2
"261150 QUIPAPA";-;-;3;1;1;-;-;-;-;-;1;-;6
"261153 QUIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261160 RECIFE";181;163;220;118;204;224;96;141;130;113;75;75;1740
"261170 RIACHO DAS ALMAS";-;-;-;-;-;-;-;-;-;-;-;-;-
"261180 RIBEIRAO";-;-;-;-;-;7;-;1;-;-;1;-;9
"261190 RIO FORMOSO";10;3;2;2;-;1;-;1;-;-;1;-;20
"261200 SAIRE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261210 SALGADINHO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261220 SALGUEIRO";-;1;-;1;1;-;2;1;-;-;-;-;6
"261230 SALOA";1;-;-;-;2;2;-;-;-;-;1;-;6
"261240 SANHARO";-;-;1;2;11;3;-;2;-;-;-;-;19
"261245 SANTA CRUZ";-;-;-;-;-;-;1;-;-;-;-;-;1
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261250 SANTA CRUZ DO CAPIBARIBE";-;6;5;2;19;4;1;6;5;4;2;3;57
"261255 SANTA FILOMENA";-;-;-;-;-;-;-;-;-;-;1;-;1
"261260 SANTA MARIA DA BOA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;1;8;3;2;-;-;14
"261280 SANTA TEREZINHA";-;-;-;8;11;4;-;2;-;-;-;-;25
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-
"261300 SAO BENTO DO UNA";-;-;1;1;2;4;6;10;2;1;2;1;30
"261310 SAO CAITANO";-;1;1;2;10;4;6;4;4;-;5;1;38
"261320 SAO JOAO";11;18;11;8;99;24;13;6;3;7;6;1;207
"261330 SAO JOAQUIM DO MONTE";-;-;-;1;-;4;5;1;-;-;-;-;11
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;-;-;1;-;1;-;-;2
"261350 SAO JOSE DO BELMONTE";-;-;-;2;3;-;-;-;-;-;-;-;5
"261360 SAO JOSE DO EGITO";-;1;-;-;-;-;-;-;-;-;-;-;1
"261370 SAO LOURENCO DA MATA";-;-;2;3;1;-;-;3;-;1;-;-;10
"261380 SAO VICENTE FERRER";-;-;-;-;6;1;-;1;-;-;9;9;26
"261390 SERRA TALHADA";-;1;-;1;2;-;-;1;1;-;-;1;7
"261400 SERRITA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261410 SERTANIA";-;-;-;-;-;-;-;-;-;3;-;2;5
"261420 SIRINHAEM";45;-;-;-;-;-;-;-;-;-;-;-;45
"261430 MOREILANDIA";-;-;-;1;-;-;-;-;-;2;-;-;3
"261440 SOLIDAO";-;-;-;-;2;-;-;-;-;-;-;-;2
"261450 SURUBIM";1;1;1;2;4;18;12;44;63;36;10;-;192
"261460 TABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261470 TACAIMBO";-;-;-;2;3;7;1;1;1;-;-;-;15
"261480 TACARATU";-;-;-;-;1;-;1;-;1;-;-;-;3
"261485 TAMANDARE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261500 TAQUARITINGA DO NORTE";-;-;-;-;-;1;-;-;-;-;-;-;1
"261510 TEREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261520 TERRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261530 TIMBAUBA";-;-;-;-;-;-;-;-;-;8;1;6;15
"261540 TORITAMA";-;-;-;104;1;1;-;-;-;-;-;-;106
"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 TRINDADE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261570 TRIUNFO";1;-;-;-;-;-;-;-;-;-;-;-;1
"261580 TUPANATINGA";-;-;1;2;2;1;1;-;-;-;1;-;8
"261590 TUPARETAMA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261600 VENTUROSA";-;12;3;6;2;1;-;2;1;2;1;-;30
"261610 VERDEJANTE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261620 VERTENTES";5;2;-;6;7;16;12;16;14;10;-;-;88
"261630 VICENCIA";-;-;-;-;-;-;-;-;-;1;-;1;2
"261640 VITORIA DE SANTO ANTAO";3;-;3;3;12;3;2;5;3;7;1;12;54
"261650 XEXEU";-;-;-;-;-;-;-;-;-;-;5;5;10
"Total";495;452;691;682;1250;1230;689;716;510;456;337;375;7883
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados
   disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que para tal, realiza análise
   ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue,
    dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose
   urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiologica, em cada período pode apresentar
   notificações com data de notificação do ano anterior (semana epidemiologica 52 ou 53) e posterior (semana epidemiologica 01).
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 13/07/2023, sujeitos a revisão*.
 *Dados disponibilizados no TABNET em setembro de 2023.
 
