DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês notificação
Período:2015
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260370 CANHOTINHO";2;-;3;2;5;3;1;-;1;4;-;2;23
"260380 CAPOEIRAS";-;-;2;-;1;-;-;-;-;-;-;1;4
"260390 CARNAIBA";56;-;10;25;24;4;1;-;-;-;1;145;266
"260392 CARNAUBEIRA DA PENHA";-;1;2;2;2;2;-;-;-;-;-;-;9
"260400 CARPINA";37;27;208;301;581;240;163;63;81;46;102;285;2134
"260410 CARUARU";6;6;52;157;265;49;12;-;8;6;22;116;699
"260415 CASINHAS";4;4;45;42;6;2;1;-;-;-;4;76;184
"260420 CATENDE";-;-;-;5;5;3;-;-;-;-;-;-;13
"260430 CEDRO";-;-;-;-;3;4;3;1;-;-;1;1;13
"260440 CHA DE ALEGRIA";1;19;15;6;-;-;-;-;-;-;-;-;41
"260450 CHA GRANDE";7;13;29;93;99;39;12;-;-;1;1;4;298
"260460 CONDADO";7;36;178;173;61;18;13;5;11;3;2;25;532
"260470 CORRENTES";-;2;12;12;21;8;7;-;-;-;-;-;62
"260480 CORTES";-;-;1;22;-;1;-;2;-;-;-;-;26
"260490 CUMARU";-;-;7;27;31;8;3;-;-;-;6;40;122
"260500 CUPIRA";-;-;-;-;17;1;1;-;-;-;-;-;19
"260510 CUSTODIA";53;9;11;10;6;-;1;-;1;1;159;18;269
"260515 DORMENTES";-;15;7;20;33;20;-;-;-;-;-;-;95
"260520 ESCADA";-;4;44;78;34;9;-;1;-;1;2;3;176
"260530 EXU";-;-;1;2;6;1;-;-;-;-;-;-;10
"260540 FEIRA NOVA";-;3;36;10;8;-;-;-;-;-;2;2;61
"260545 FERNANDO DE NORONHA";-;-;8;39;72;29;17;9;1;-;2;-;177
"260550 FERREIROS";-;-;-;-;-;1;-;-;-;-;1;7;9
"260560 FLORES";6;13;39;14;7;4;-;-;-;-;-;11;94
"260570 FLORESTA";-;1;15;16;17;1;-;-;-;-;-;1;51
"260580 FREI MIGUELINHO";-;18;2;-;-;-;-;-;-;-;37;108;165
"260590 GAMELEIRA";-;-;-;1;10;4;5;2;-;-;-;4;26
"260600 GARANHUNS";7;9;16;43;199;267;147;78;85;102;156;288;1397
"260610 GLORIA DO GOITA";1;-;13;-;-;-;-;-;-;-;-;-;14
"260620 GOIANA";58;34;600;681;871;273;162;74;107;184;374;866;4284
"260630 GRANITO";-;-;-;1;-;-;-;-;-;-;-;-;1
"260640 GRAVATA";8;2;11;49;35;14;13;7;1;1;2;7;150
"260650 IATI";-;-;41;21;15;7;7;127;889;309;15;17;1448
"260660 IBIMIRIM";16;12;17;3;2;-;1;-;-;11;45;3;110
"260670 IBIRAJUBA";-;-;-;-;1;-;-;-;-;-;-;-;1
"260680 IGARASSU";33;66;236;590;703;243;222;53;40;69;124;157;2536
"260690 IGUARACY";1;4;41;31;16;3;-;-;-;4;9;13;122
"260700 INAJA";20;42;24;4;3;-;1;-;73;101;147;7;422
"260710 INGAZEIRA";-;1;1;3;1;1;2;1;-;-;-;3;13
"260720 IPOJUCA";3;15;52;128;51;68;29;8;3;1;-;78;436
"260730 IPUBI";-;1;21;47;8;-;-;-;-;-;-;-;77
"260740 ITACURUBA";-;1;8;17;14;4;2;-;-;1;-;2;49
"260750 ITAIBA";-;1;-;1;-;-;-;94;191;116;13;-;416
"260760 ILHA DE ITAMARACA";8;4;85;94;78;22;7;3;2;1;4;5;313
"260765 ITAMBE";13;-;12;171;271;14;4;1;-;-;5;43;534
"260770 ITAPETIM";-;2;65;285;38;10;2;-;1;1;15;6;425
"260775 ITAPISSUMA";-;-;2;2;7;-;-;1;-;-;-;-;12
"260780 ITAQUITINGA";-;2;95;39;4;14;2;-;-;-;115;118;389
"260790 JABOATAO DOS GUARARAPES";49;131;590;886;950;525;375;182;172;135;223;135;4353
"260795 JAQUEIRA";-;1;-;57;81;24;10;-;-;-;-;12;185
"260800 JATAUBA";-;1;7;41;12;1;8;14;89;222;1033;11;1439
"260805 JATOBA";-;-;2;4;19;11;5;3;2;-;-;-;46
"260810 JOAO ALFREDO";32;3;20;38;38;12;4;1;4;65;1092;555;1864
"260820 JOAQUIM NABUCO";-;-;-;-;4;1;-;-;-;-;-;-;5
"260825 JUCATI";-;-;-;-;-;1;-;-;1;-;-;-;2
"260830 JUPI";-;-;1;4;8;3;1;-;-;-;-;-;17
"260840 JUREMA";-;-;2;11;5;7;-;-;-;-;-;7;32
"260845 LAGOA DO CARRO";10;-;53;12;3;-;1;-;-;1;136;132;348
"260850 LAGOA DE ITAENGA";1;6;21;27;113;18;4;-;-;6;94;-;290
"260860 LAGOA DO OURO";-;2;3;2;3;2;1;2;2;2;3;2;24
"260870 LAGOA DOS GATOS";-;-;-;2;1;-;-;-;-;-;-;-;3
"260875 LAGOA GRANDE";-;-;3;3;15;11;-;-;-;-;-;-;32
"260880 LAJEDO";1;-;2;3;4;1;-;-;-;-;-;-;11
"260890 LIMOEIRO";38;22;165;953;385;52;16;5;4;91;511;795;3037
"260900 MACAPARANA";-;1;61;184;231;42;30;1;2;-;2;2;556
"260910 MACHADOS";-;2;28;43;13;-;-;-;-;-;-;-;86
"260915 MANARI";-;25;55;10;3;2;-;-;13;65;-;-;173
"260920 MARAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-
"260930 MIRANDIBA";-;-;3;2;7;1;-;-;-;-;-;-;13
"260940 MORENO";1;10;25;172;349;332;80;32;5;7;16;32;1061
"260950 NAZARE DA MATA";15;12;25;2;1;-;-;-;-;-;42;43;140
"260960 OLINDA";83;128;535;929;451;133;53;23;9;32;61;41;2478
"260970 OROBO";3;-;9;68;23;3;-;-;-;-;3;39;148
"260980 OROCO";-;-;-;1;-;-;2;-;-;-;-;1;4
"260990 OURICURI";1;-;1;12;8;2;-;1;-;-;-;2;27
"261000 PALMARES";1;5;4;18;47;14;5;18;5;-;36;15;168
"261010 PALMEIRINA";1;-;-;-;8;5;19;1;-;-;-;2;36
"261020 PANELAS";-;-;4;15;43;23;1;-;-;-;-;1;87
"261030 PARANATAMA";-;-;-;2;-;1;-;-;-;6;2;1;12
"261040 PARNAMIRIM";-;1;-;-;5;-;-;-;3;5;3;2;19
"261050 PASSIRA";16;13;61;50;28;33;8;15;3;32;226;26;511
"261060 PAUDALHO";-;-;-;16;46;5;-;-;-;-;4;6;77
"261070 PAULISTA";68;68;204;176;130;36;14;20;23;81;85;299;1204
"261080 PEDRA";1;39;105;13;3;-;4;1;99;349;177;85;876
"261090 PESQUEIRA";22;1;123;251;175;22;-;-;-;2;320;1237;2153
"261100 PETROLANDIA";1;-;7;9;10;2;-;-;-;1;12;7;49
"261110 PETROLINA";58;83;255;283;446;243;85;32;17;14;8;22;1546
"261120 POCAO";1;3;2;25;40;116;37;12;-;-;17;299;552
"261130 POMBOS";-;-;1;68;29;9;5;-;-;-;-;3;115
"261140 PRIMAVERA";-;-;-;-;-;18;28;3;2;-;-;-;51
"261150 QUIPAPA";-;-;1;18;39;23;7;12;8;4;10;9;131
"261153 QUIXABA";-;-;3;-;2;-;-;-;-;-;4;3;12
"261160 RECIFE";1151;1852;5107;6039;3636;1800;1216;1158;922;1873;3471;3836;32061
"261170 RIACHO DAS ALMAS";-;-;-;-;39;66;1;-;-;-;-;43;149
"261180 RIBEIRAO";-;1;6;77;84;33;14;2;1;-;-;-;218
"261190 RIO FORMOSO";2;1;-;4;8;9;-;1;-;-;-;-;25
"261200 SAIRE";-;-;1;5;13;-;-;-;-;-;-;-;19
"261210 SALGADINHO";-;1;3;11;-;3;-;-;-;1;65;34;118
"261220 SALGUEIRO";-;1;17;33;143;90;8;9;3;2;3;8;317
"261230 SALOA";-;-;1;-;-;-;1;2;-;-;10;3;17
"261240 SANHARO";1;1;111;328;97;26;3;1;-;1;81;142;792
"261245 SANTA CRUZ";-;1;-;-;2;-;-;-;-;-;-;1;4
"261247 SANTA CRUZ DA BAIXA VERDE";1;1;4;62;148;97;22;8;1;-;-;16;360
"261250 SANTA CRUZ DO CAPIBARIBE";5;15;265;93;24;24;6;4;10;100;33;7;586
"261255 SANTA FILOMENA";-;-;-;1;2;2;9;1;-;-;-;-;15
"261260 SANTA MARIA DA BOA VISTA";1;-;1;1;3;7;4;-;-;-;-;-;17
"261270 SANTA MARIA DO CAMBUCA";-;-;2;19;21;3;2;-;-;1;12;51;111
"261280 SANTA TEREZINHA";-;-;1;22;54;31;1;3;1;-;1;7;121
"261290 SAO BENEDITO DO SUL";-;-;-;-;1;3;1;-;-;-;-;-;5
"261300 SAO BENTO DO UNA";-;-;167;617;164;12;7;4;2;-;13;4;990
"261310 SAO CAITANO";-;1;-;-;2;-;-;-;-;21;17;30;71
"261320 SAO JOAO";-;-;1;1;5;2;2;1;1;-;-;1;14
"261330 SAO JOAQUIM DO MONTE";-;-;1;30;14;11;3;2;1;-;2;6;70
"261340 SAO JOSE DA COROA GRANDE";-;-;4;69;32;14;4;1;1;-;1;3;129
"261350 SAO JOSE DO BELMONTE";-;-;11;22;39;26;7;-;-;-;-;-;105
"261360 SAO JOSE DO EGITO";12;62;197;196;13;3;2;2;3;5;103;242;840
"261370 SAO LOURENCO DA MATA";52;51;157;98;80;49;38;19;18;36;53;72;723
"261380 SAO VICENTE FERRER";-;1;2;8;5;4;-;-;-;-;1;-;21
"261390 SERRA TALHADA";3;10;90;170;128;18;2;2;1;2;4;9;439
"261400 SERRITA";1;-;3;3;5;16;21;1;-;3;-;-;53
"261410 SERTANIA";8;29;79;7;2;1;-;-;-;2;10;5;143
"261420 SIRINHAEM";1;-;2;7;4;4;-;-;-;-;-;1;19
"261430 MOREILANDIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"261440 SOLIDAO";-;1;-;-;4;5;-;-;-;-;-;2;12
"261450 SURUBIM";3;62;519;265;127;22;3;3;2;58;1044;219;2327
"261460 TABIRA";2;3;72;25;2;-;-;-;-;1;317;19;441
"261470 TACAIMBO";1;-;3;17;5;1;1;-;-;-;2;5;35
"261480 TACARATU";1;2;87;109;28;14;1;1;-;33;208;43;527
"261485 TAMANDARE";-;1;6;-;-;-;-;-;-;2;1;3;13
"261500 TAQUARITINGA DO NORTE";4;6;54;222;197;86;6;2;1;83;180;12;853
"261510 TEREZINHA";-;-;-;-;-;-;-;-;-;1;-;-;1
"261520 TERRA NOVA";-;-;-;1;8;8;7;6;-;-;-;-;30
"261530 TIMBAUBA";-;2;67;223;119;63;3;-;1;1;4;126;609
"261540 TORITAMA";-;12;242;19;-;1;-;-;-;-;-;-;274
"261550 TRACUNHAEM";1;2;3;3;2;-;-;-;-;-;-;2;13
"261560 TRINDADE";1;-;3;1;-;-;-;-;-;2;4;27;38
"261570 TRIUNFO";-;1;4;6;46;45;5;2;1;-;1;-;111
"261580 TUPANATINGA";-;-;14;33;85;22;5;-;2;1;17;41;220
"261590 TUPARETAMA";-;-;5;10;3;-;-;-;-;-;1;14;33
"261600 VENTUROSA";-;19;149;74;11;-;-;-;-;101;113;1;468
"261610 VERDEJANTE";-;1;-;21;41;19;2;4;-;-;-;-;88
"261618 VERTENTE DO LERIO";-;-;1;23;27;3;-;-;-;-;14;6;74
"261620 VERTENTES";1;3;64;414;187;13;6;-;4;104;729;641;2166
"261630 VICENCIA";1;6;25;40;28;10;-;-;-;-;5;97;212
"261640 VITORIA DE SANTO ANTAO";3;30;382;418;256;36;6;3;4;10;100;357;1605
"261650 XEXEU";-;-;-;-;-;-;-;-;-;-;-;-;-
"Total";2194;3553;13969;19661;15845;8454;4338;2515;4076;5013;14162;17601;111381
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados
   disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que para tal, realiza análise
   ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue,
    dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose
   urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiologica, em cada período pode apresentar
   notificações com data de notificação do ano anterior (semana epidemiologica 52 ou 53) e posterior (semana epidemiologica 01).
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 13/07/2023, sujeitos a revisão*.
 *Dados disponibilizados no TABNET em setembro de 2023.
 
