DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês Notificação
Período:2010
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"261060 PAUDALHO";-;-;-;-;5;10;37;32;29;8;14;16;151
"261070 PAULISTA";4;13;21;45;187;321;353;300;131;60;57;107;1599
"261080 PEDRA";-;-;1;9;18;9;6;2;2;-;-;-;47
"261090 PESQUEIRA";-;1;2;2;2;2;2;2;2;-;6;4;25
"261100 PETROLANDIA";-;-;-;-;2;2;2;2;-;-;-;-;8
"261110 PETROLINA";80;216;455;152;120;66;22;22;2;11;6;3;1155
"261120 POCAO";-;-;-;-;-;-;2;1;-;-;-;-;3
"261130 POMBOS";-;-;-;-;2;4;8;4;3;2;1;-;24
"261140 PRIMAVERA";-;-;-;-;1;13;46;9;2;2;-;-;73
"261150 QUIPAPA";-;-;-;-;-;-;-;1;1;-;-;-;2
"261153 QUIXABA";-;-;-;24;224;204;10;7;1;-;1;6;477
"261160 RECIFE";45;81;259;463;1663;3126;3446;2155;612;217;183;189;12439
"261170 RIACHO DAS ALMAS";-;1;26;11;16;3;-;1;1;1;-;-;60
"261180 RIBEIRAO";-;1;2;8;68;52;14;5;8;3;-;-;161
"261190 RIO FORMOSO";-;-;-;1;-;3;4;-;-;-;1;-;9
"261200 SAIRE";-;-;3;5;8;-;-;1;4;1;-;4;26
"261210 SALGADINHO";-;-;-;-;-;-;-;1;-;-;-;-;1
"261220 SALGUEIRO";14;38;328;188;325;179;60;-;1;1;-;-;1134
"261230 SALOA";-;-;-;1;3;2;1;-;-;-;-;-;7
"261240 SANHARO";-;-;-;-;1;-;2;1;9;6;-;-;19
"261245 SANTA CRUZ";16;63;98;10;27;3;2;-;-;-;-;1;220
"261247 SANTA CRUZ DA BAIXA VERDE";-;2;11;10;22;18;4;-;-;-;-;-;67
"261250 SANTA CRUZ DO CAPIBARIBE";3;8;55;32;14;2;2;-;-;-;-;-;116
"261255 SANTA FILOMENA";-;6;12;1;-;1;-;-;-;-;-;-;20
"261260 SANTA MARIA DA BOA VISTA";-;-;1;-;1;6;-;-;-;-;-;1;9
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261280 SANTA TEREZINHA";-;-;-;-;-;-;-;2;-;-;-;-;2
"261290 SAO BENEDITO DO SUL";-;-;-;1;-;-;-;-;1;-;-;-;2
"261300 SAO BENTO DO UNA";1;1;-;1;18;7;5;2;-;1;-;1;37
"261310 SAO CAITANO";-;-;3;14;50;17;16;-;-;-;-;1;101
"261320 SAO JOAO";-;10;78;12;3;-;1;-;-;-;-;-;104
"261330 SAO JOAQUIM DO MONTE";-;-;-;11;2;21;-;-;-;-;-;-;34
"261340 SAO JOSE DA COROA GRANDE";-;1;1;-;4;5;8;8;2;1;1;1;32
"261350 SAO JOSE DO BELMONTE";14;192;96;47;16;4;32;2;-;4;16;29;452
"261360 SAO JOSE DO EGITO";-;-;-;1;1;5;-;4;4;1;-;2;18
"261370 SAO LOURENCO DA MATA";-;-;2;5;31;59;58;38;10;4;1;-;208
"261380 SAO VICENTE FERRER";-;-;-;-;3;-;-;-;-;-;-;-;3
"261390 SERRA TALHADA";-;3;16;26;63;57;33;10;7;3;5;1;224
"261400 SERRITA";-;-;-;5;5;-;2;1;7;8;9;15;52
"261410 SERTANIA";-;1;-;-;-;1;-;-;-;-;4;5;11
"261420 SIRINHAEM";-;-;-;-;-;-;-;1;-;-;-;-;1
"261430 MOREILANDIA";-;-;1;-;-;-;-;-;-;5;-;-;6
"261440 SOLIDAO";-;-;-;-;3;5;3;-;-;-;-;2;13
"261450 SURUBIM";-;5;113;158;84;40;17;10;10;1;3;-;441
"261460 TABIRA";-;-;2;2;1;1;-;6;3;2;7;16;40
"261470 TACAIMBO";-;-;-;7;13;6;-;1;1;-;-;-;28
"261480 TACARATU";-;-;1;15;11;1;2;1;-;-;-;-;31
"261485 TAMANDARE";1;-;-;-;-;-;2;-;-;-;1;-;4
"261500 TAQUARITINGA DO NORTE";-;-;1;19;20;13;11;2;1;-;-;1;68
"261510 TEREZINHA";-;-;-;-;-;2;1;-;-;-;-;-;3
"261520 TERRA NOVA";-;1;36;17;7;-;-;-;-;-;-;-;61
"261530 TIMBAUBA";-;1;8;6;11;6;8;5;-;1;-;-;46
"261540 TORITAMA";-;-;4;3;1;-;-;-;-;-;-;-;8
"261550 TRACUNHAEM";-;-;1;-;-;1;4;2;1;-;-;-;9
"261560 TRINDADE";-;-;1;1;1;-;-;-;-;-;-;-;3
"261570 TRIUNFO";-;1;2;32;44;9;4;1;-;-;-;-;93
"261580 TUPANATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261590 TUPARETAMA";-;-;-;-;2;5;2;-;2;1;1;1;14
"261600 VENTUROSA";-;-;-;5;8;22;-;-;-;-;-;-;35
"261610 VERDEJANTE";-;1;8;-;-;-;3;1;1;-;1;-;15
"261618 VERTENTE DO LERIO";-;-;-;1;1;-;-;-;4;-;-;-;6
"261620 VERTENTES";-;10;10;9;28;31;5;1;-;1;-;-;95
"261630 VICENCIA";-;-;-;3;4;-;1;-;2;-;5;5;20
"261640 VITORIA DE SANTO ANTAO";-;-;4;51;50;107;114;66;29;17;2;5;445
"261650 XEXEU";-;-;-;-;1;3;-;-;1;-;-;-;5
"Total";297;1012;2575;2726;5973;7657;6626;4157;1507;677;707;744;34658
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
