DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês Notificação
Período:2013
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260930 MIRANDIBA";1;-;-;1;-;1;-;-;-;-;-;-;3
"260940 MORENO";-;-;-;-;13;34;60;59;36;-;-;-;202
"260950 NAZARE DA MATA";-;-;-;1;1;3;3;-;-;1;-;-;9
"260960 OLINDA";22;25;64;86;74;56;32;38;45;52;37;30;561
"260970 OROBO";-;-;1;-;1;1;6;4;-;-;-;-;13
"260980 OROCO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 OURICURI";-;1;-;-;-;1;-;-;-;-;-;-;2
"261000 PALMARES";1;3;-;-;-;2;-;1;1;-;-;-;8
"261010 PALMEIRINA";-;15;4;4;-;-;-;-;-;-;-;-;23
"261020 PANELAS";-;-;1;-;-;-;-;-;-;-;-;1;2
"261030 PARANATAMA";-;-;-;-;1;-;-;-;-;-;-;-;1
"261040 PARNAMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261050 PASSIRA";10;11;2;6;-;-;-;-;1;-;-;2;32
"261060 PAUDALHO";1;1;-;-;1;-;-;-;-;-;-;-;3
"261070 PAULISTA";5;2;8;43;14;14;4;17;11;2;5;3;128
"261080 PEDRA";1;1;2;-;1;3;-;-;-;-;-;-;8
"261090 PESQUEIRA";1;2;6;1;2;6;-;-;1;3;2;2;26
"261100 PETROLANDIA";-;2;-;3;-;2;-;1;-;-;-;-;8
"261110 PETROLINA";4;3;2;7;6;8;9;4;9;1;6;2;61
"261120 POCAO";-;-;1;1;3;-;-;1;-;-;-;-;6
"261130 POMBOS";3;2;1;-;1;-;-;-;1;-;-;-;8
"261140 PRIMAVERA";-;-;2;-;5;-;-;-;-;-;-;-;7
"261150 QUIPAPA";-;1;1;1;-;1;-;-;-;-;-;-;4
"261153 QUIXABA";-;-;-;-;-;-;1;-;-;-;-;-;1
"261160 RECIFE";114;154;222;504;544;317;230;168;123;218;123;85;2802
"261170 RIACHO DAS ALMAS";1;-;1;-;-;-;-;-;-;-;-;-;2
"261180 RIBEIRAO";-;1;2;1;2;-;-;-;-;-;-;-;6
"261190 RIO FORMOSO";-;3;2;2;-;-;-;-;-;-;-;-;7
"261200 SAIRE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261210 SALGADINHO";-;1;-;-;-;-;-;-;-;-;-;-;1
"261220 SALGUEIRO";-;1;-;-;2;2;11;10;12;44;2;5;89
"261230 SALOA";-;-;-;-;1;-;-;-;-;-;-;-;1
"261240 SANHARO";-;1;2;10;6;2;4;6;1;2;-;-;34
"261245 SANTA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;1;2;1;1;-;-;-;-;-;5
"261250 SANTA CRUZ DO CAPIBARIBE";7;7;31;26;22;28;11;2;1;3;5;1;144
"261255 SANTA FILOMENA";-;2;1;1;-;-;-;-;-;-;-;-;4
"261260 SANTA MARIA DA BOA VISTA";1;-;-;-;-;-;-;-;-;1;-;-;2
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;1;-;1;-;2
"261280 SANTA TEREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-
"261300 SAO BENTO DO UNA";-;-;1;8;7;5;2;-;-;-;-;-;23
"261310 SAO CAITANO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261320 SAO JOAO";-;-;-;-;6;3;-;-;-;1;-;-;10
"261330 SAO JOAQUIM DO MONTE";-;-;-;2;-;4;2;2;5;5;2;-;22
"261340 SAO JOSE DA COROA GRANDE";-;-;2;9;6;-;-;-;-;-;-;-;17
"261350 SAO JOSE DO BELMONTE";6;31;41;47;21;5;6;2;-;1;-;-;160
"261360 SAO JOSE DO EGITO";-;8;2;15;21;14;10;3;4;-;-;-;77
"261370 SAO LOURENCO DA MATA";-;-;3;2;4;1;1;5;24;-;-;4;44
"261380 SAO VICENTE FERRER";-;-;-;-;7;4;-;4;3;2;-;-;20
"261390 SERRA TALHADA";-;3;3;8;21;19;14;5;1;2;6;3;85
"261400 SERRITA";-;-;-;-;-;1;-;-;-;-;-;-;1
"261410 SERTANIA";2;1;-;1;-;-;-;-;-;-;-;-;4
"261420 SIRINHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261430 MOREILANDIA";-;1;3;1;2;1;-;-;-;-;-;-;8
"261440 SOLIDAO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261450 SURUBIM";3;5;6;10;13;5;7;10;1;1;1;1;63
"261460 TABIRA";-;-;-;1;1;1;1;-;-;-;-;-;4
"261470 TACAIMBO";-;-;-;1;-;-;1;-;-;3;-;1;6
"261480 TACARATU";-;-;-;-;13;13;5;1;-;-;1;-;33
"261485 TAMANDARE";4;1;4;6;35;15;4;1;2;4;2;1;79
"261500 TAQUARITINGA DO NORTE";2;5;4;8;14;16;8;4;2;-;2;-;65
"261510 TEREZINHA";-;-;1;-;-;-;-;-;-;-;-;-;1
"261520 TERRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261530 TIMBAUBA";-;1;-;-;-;1;-;-;1;-;-;-;3
"261540 TORITAMA";-;-;-;1;-;-;-;-;7;-;-;-;8
"261550 TRACUNHAEM";-;-;1;-;1;-;-;1;-;-;-;-;3
"261560 TRINDADE";-;-;-;2;-;1;-;-;-;1;-;-;4
"261570 TRIUNFO";-;-;-;3;4;12;-;-;1;1;-;2;23
"261580 TUPANATINGA";-;2;-;-;1;-;-;-;-;-;-;-;3
"261590 TUPARETAMA";-;-;1;5;-;1;-;-;-;-;-;-;7
"261600 VENTUROSA";-;1;-;-;-;-;-;-;-;-;-;-;1
"261610 VERDEJANTE";-;-;-;1;-;-;-;-;-;-;-;1;2
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261620 VERTENTES";-;-;1;3;4;18;4;4;6;5;1;-;46
"261630 VICENCIA";-;-;-;2;-;-;-;-;-;-;-;-;2
"261640 VITORIA DE SANTO ANTAO";-;1;2;10;6;15;2;3;-;1;-;1;41
"261650 XEXEU";-;-;1;-;-;-;-;-;-;-;-;-;1
"Total";265;370;693;1430;1592;1011;675;532;432;487;306;242;8035
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
