DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês Notificação
Período:2011
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260775 ITAPISSUMA";-;1;1;1;6;2;2;-;2;-;-;1;16
"260780 ITAQUITINGA";4;7;4;-;-;-;-;-;-;-;-;2;17
"260790 JABOATAO DOS GUARARAPES";8;24;61;111;72;51;33;27;5;7;10;34;443
"260795 JAQUEIRA";-;-;1;-;2;10;2;2;-;-;-;-;17
"260800 JATAUBA";-;-;-;1;-;-;-;-;-;-;-;-;1
"260805 JATOBA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260810 JOAO ALFREDO";-;-;2;1;1;-;3;1;-;-;-;1;9
"260820 JOAQUIM NABUCO";-;1;1;4;-;1;1;-;-;-;-;-;8
"260825 JUCATI";-;1;-;-;-;1;-;-;-;-;-;-;2
"260830 JUPI";-;-;-;5;4;-;-;-;-;-;-;-;9
"260840 JUREMA";-;1;11;76;20;-;-;-;-;-;-;-;108
"260845 LAGOA DO CARRO";-;7;26;25;28;4;5;8;4;-;-;11;118
"260850 LAGOA DE ITAENGA";2;-;1;1;2;-;-;-;-;-;-;-;6
"260860 LAGOA DO OURO";-;-;1;-;-;-;-;-;-;-;-;-;1
"260870 LAGOA DOS GATOS";-;-;-;-;-;-;-;-;-;-;-;-;-
"260875 LAGOA GRANDE";-;2;-;-;-;-;-;1;-;-;-;-;3
"260880 LAJEDO";-;-;-;2;4;4;-;1;-;-;-;-;11
"260890 LIMOEIRO";13;26;25;44;20;15;12;7;7;4;8;37;218
"260900 MACAPARANA";-;2;2;4;10;6;1;-;-;-;-;-;25
"260910 MACHADOS";-;4;16;11;3;5;1;-;-;2;2;-;44
"260915 MANARI";-;2;-;-;-;-;1;-;-;-;-;-;3
"260920 MARAIAL";-;-;-;1;1;-;-;1;-;-;-;-;3
"260930 MIRANDIBA";-;-;-;2;2;3;-;-;-;-;-;-;7
"260940 MORENO";1;5;19;27;83;41;34;2;1;6;-;-;219
"260950 NAZARE DA MATA";-;8;2;-;-;3;1;-;-;-;-;1;15
"260960 OLINDA";13;46;90;89;77;88;29;56;51;56;111;149;855
"260970 OROBO";2;5;22;11;6;-;-;-;-;-;-;-;46
"260980 OROCO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 OURICURI";1;2;3;-;-;-;-;1;2;2;32;18;61
"261000 PALMARES";1;2;31;32;14;27;10;5;-;1;7;-;130
"261010 PALMEIRINA";-;-;1;-;-;-;-;-;-;-;-;-;1
"261020 PANELAS";-;-;-;3;-;-;-;-;-;-;-;-;3
"261030 PARANATAMA";-;1;2;16;4;-;1;-;-;1;-;-;25
"261040 PARNAMIRIM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261050 PASSIRA";-;1;4;5;3;-;1;-;-;-;-;-;14
"261060 PAUDALHO";21;33;61;-;-;-;-;-;-;-;-;-;115
"261070 PAULISTA";26;41;96;75;86;74;24;30;30;32;42;106;662
"261080 PEDRA";-;-;3;1;-;-;-;-;1;-;-;-;5
"261090 PESQUEIRA";1;-;1;3;-;2;1;-;-;-;-;-;8
"261100 PETROLANDIA";-;-;-;1;1;3;-;-;-;-;-;-;5
"261110 PETROLINA";63;97;77;60;84;79;42;18;11;19;10;16;576
"261120 POCAO";-;-;18;-;-;1;1;-;-;-;-;-;20
"261130 POMBOS";-;-;1;3;2;-;-;-;-;-;-;-;6
"261140 PRIMAVERA";-;1;1;1;-;1;2;4;4;1;-;-;15
"261150 QUIPAPA";-;2;10;4;3;5;1;2;1;-;-;-;28
"261153 QUIXABA";2;10;8;5;-;7;5;2;-;1;-;3;43
"261160 RECIFE";91;233;477;598;801;774;669;608;454;510;858;1106;7179
"261170 RIACHO DAS ALMAS";-;-;-;-;-;-;-;-;-;-;-;-;-
"261180 RIBEIRAO";-;4;3;2;2;1;-;1;-;-;-;-;13
"261190 RIO FORMOSO";-;-;19;6;1;2;3;1;-;-;-;2;34
"261200 SAIRE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261210 SALGADINHO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261220 SALGUEIRO";1;2;9;10;24;14;8;5;-;-;-;-;73
"261230 SALOA";-;-;2;1;1;-;-;-;-;-;-;-;4
"261240 SANHARO";1;-;-;2;1;-;-;-;-;-;-;1;5
"261245 SANTA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-
"261247 SANTA CRUZ DA BAIXA VERDE";-;1;2;-;-;-;-;-;-;-;-;-;3
"261250 SANTA CRUZ DO CAPIBARIBE";1;2;4;7;7;-;-;-;-;-;-;-;21
"261255 SANTA FILOMENA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 SANTA MARIA DA BOA VISTA";-;-;2;5;1;7;-;-;-;-;-;-;15
"261270 SANTA MARIA DO CAMBUCA";-;-;-;1;1;-;-;-;-;1;-;-;3
"261280 SANTA TEREZINHA";1;4;10;8;1;2;-;-;-;-;-;-;26
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-
"261300 SAO BENTO DO UNA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261310 SAO CAITANO";-;-;-;-;-;-;-;-;-;-;-;1;1
"261320 SAO JOAO";-;-;-;-;1;-;-;-;-;-;-;1;2
"261330 SAO JOAQUIM DO MONTE";2;3;1;1;-;1;-;-;-;-;-;-;8
"261340 SAO JOSE DA COROA GRANDE";-;4;2;3;5;4;-;1;-;-;-;1;20
"261350 SAO JOSE DO BELMONTE";54;42;55;99;170;63;3;14;4;1;-;-;505
"261360 SAO JOSE DO EGITO";13;26;49;43;20;5;6;1;-;-;-;-;163
"261370 SAO LOURENCO DA MATA";3;1;1;2;3;15;5;1;-;-;-;2;33
"261380 SAO VICENTE FERRER";-;-;-;2;1;-;-;-;-;-;-;-;3
"261390 SERRA TALHADA";11;9;16;16;8;7;4;4;1;1;1;4;82
"261400 SERRITA";40;31;38;21;-;-;-;-;-;-;-;-;130
"261410 SERTANIA";5;7;8;9;1;1;1;-;1;-;-;-;33
"261420 SIRINHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261430 MOREILANDIA";-;5;-;4;-;-;-;-;-;-;-;-;9
"261440 SOLIDAO";9;10;9;19;4;1;1;-;-;-;-;-;53
"261450 SURUBIM";-;1;1;4;9;16;15;5;2;4;5;6;68
"261460 TABIRA";37;28;7;1;1;-;-;-;-;1;1;-;76
"261470 TACAIMBO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261480 TACARATU";-;-;-;1;-;-;-;-;6;-;-;-;7
"261485 TAMANDARE";2;5;4;3;5;4;1;-;-;-;-;-;24
"261500 TAQUARITINGA DO NORTE";2;1;5;2;7;4;3;2;3;-;-;1;30
"261510 TEREZINHA";-;-;-;-;-;-;1;-;-;-;-;-;1
"261520 TERRA NOVA";-;-;-;-;30;15;8;-;-;-;-;-;53
"261530 TIMBAUBA";3;6;50;65;45;7;-;-;-;-;-;-;176
"261540 TORITAMA";-;-;1;2;-;-;-;-;-;-;-;-;3
"261550 TRACUNHAEM";1;12;5;3;2;-;-;-;-;-;-;-;23
"261560 TRINDADE";-;-;-;-;-;-;1;-;-;2;2;-;5
"261570 TRIUNFO";2;-;4;6;1;-;1;-;-;-;1;3;18
"261580 TUPANATINGA";-;-;10;6;15;9;1;-;-;-;1;-;42
"261590 TUPARETAMA";-;1;2;9;2;-;-;-;-;-;-;-;14
"261600 VENTUROSA";-;-;-;-;-;1;3;1;-;-;-;-;5
"261610 VERDEJANTE";1;12;23;90;43;14;2;2;4;-;-;-;191
"261618 VERTENTE DO LERIO";-;-;-;-;-;1;-;-;-;-;-;-;1
"261620 VERTENTES";-;2;3;-;-;-;-;-;-;-;-;-;5
"261630 VICENCIA";3;17;-;-;5;1;-;-;-;-;-;-;26
"261640 VITORIA DE SANTO ANTAO";10;11;79;72;107;54;18;6;3;5;4;16;385
"261650 XEXEU";-;1;-;-;1;12;2;-;1;1;-;-;18
"Total";666;1425;2608;2970;2878;1916;1247;993;695;770;1220;1808;19196
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
