DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês notificação
Período:2021
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260830 JUPI";-;-;-;-;1;1;2;-;-;-;-;-;4
"260840 JUREMA";-;-;2;-;-;1;-;-;-;-;-;1;4
"260845 LAGOA DO CARRO";-;-;1;12;130;136;83;28;12;3;-;-;405
"260850 LAGOA DE ITAENGA";-;-;-;-;-;1;-;1;-;-;1;-;3
"260860 LAGOA DO OURO";-;-;-;-;-;5;3;3;4;1;-;-;16
"260870 LAGOA DOS GATOS";-;-;7;-;13;7;-;1;-;-;-;-;28
"260875 LAGOA GRANDE";-;-;-;1;-;-;-;2;-;-;-;-;3
"260880 LAJEDO";-;4;4;-;3;2;1;-;2;-;-;-;16
"260890 LIMOEIRO";-;4;1;21;178;279;270;137;73;26;37;23;1049
"260900 MACAPARANA";-;-;-;-;1;-;-;2;-;-;-;2;5
"260910 MACHADOS";-;3;5;-;7;19;14;-;-;-;-;1;49
"260915 MANARI";-;-;5;5;2;6;2;-;-;-;-;-;20
"260920 MARAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-
"260930 MIRANDIBA";-;1;-;-;1;2;-;-;-;-;-;-;4
"260940 MORENO";-;-;1;8;17;26;28;49;29;25;8;-;191
"260950 NAZARE DA MATA";6;3;3;5;30;106;146;42;102;78;75;71;667
"260960 OLINDA";4;8;4;20;46;104;15;19;1;3;9;4;237
"260970 OROBO";1;-;-;-;3;2;35;23;17;12;17;3;113
"260980 OROCO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 OURICURI";1;-;-;-;-;1;-;1;-;1;-;-;4
"261000 PALMARES";1;-;3;-;7;4;19;27;39;71;40;19;230
"261010 PALMEIRINA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261020 PANELAS";-;-;-;-;-;4;3;-;1;-;-;-;8
"261030 PARANATAMA";-;-;-;-;1;1;1;-;-;-;-;-;3
"261040 PARNAMIRIM";-;-;3;1;-;-;-;-;-;-;-;-;4
"261050 PASSIRA";1;2;-;2;2;2;8;5;4;4;-;-;30
"261060 PAUDALHO";-;-;-;5;110;347;172;47;28;47;16;10;782
"261070 PAULISTA";40;112;45;42;219;177;97;97;114;90;113;112;1258
"261080 PEDRA";2;-;-;4;9;-;-;-;-;-;-;-;15
"261090 PESQUEIRA";1;-;-;1;-;1;2;-;-;-;-;-;5
"261100 PETROLANDIA";-;-;-;-;-;-;5;2;-;-;-;-;7
"261110 PETROLINA";4;8;21;21;13;7;4;-;1;8;34;83;204
"261120 POCAO";-;-;-;-;-;-;1;-;-;-;-;-;1
"261130 POMBOS";-;-;-;-;11;7;31;7;7;5;8;5;81
"261140 PRIMAVERA";-;-;-;1;11;17;19;-;14;5;10;-;77
"261150 QUIPAPA";-;-;-;-;-;-;9;2;5;-;4;20;40
"261153 QUIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261160 RECIFE";73;148;259;521;1576;2259;2181;1404;649;371;225;229;9895
"261170 RIACHO DAS ALMAS";-;-;1;-;6;1;1;-;-;-;-;1;10
"261180 RIBEIRAO";-;-;-;-;-;1;5;1;2;1;-;-;10
"261190 RIO FORMOSO";-;-;2;13;35;99;67;12;73;3;3;-;307
"261200 SAIRE";-;1;-;1;13;2;8;-;-;-;1;1;27
"261210 SALGADINHO";-;-;-;-;1;7;5;8;-;-;2;-;23
"261220 SALGUEIRO";-;-;2;-;4;2;-;-;-;-;1;1;10
"261230 SALOA";-;1;2;-;-;-;-;-;-;-;-;-;3
"261240 SANHARO";-;-;-;-;-;-;2;-;-;-;-;-;2
"261245 SANTA CRUZ";-;-;1;-;-;-;-;-;-;-;-;-;1
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;1;1;1;1;-;-;-;-;-;4
"261250 SANTA CRUZ DO CAPIBARIBE";4;1;8;33;25;7;33;6;8;24;11;18;178
"261255 SANTA FILOMENA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 SANTA MARIA DA BOA VISTA";-;1;-;-;1;4;-;1;-;1;1;-;9
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261280 SANTA TEREZINHA";-;-;-;-;-;-;-;1;-;-;-;2;3
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;3;1;-;2;3;2;11
"261300 SAO BENTO DO UNA";-;1;2;-;-;1;1;1;-;1;-;-;7
"261310 SAO CAITANO";-;-;-;-;-;-;1;-;-;-;-;1;2
"261320 SAO JOAO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261330 SAO JOAQUIM DO MONTE";-;-;1;-;-;-;3;-;-;1;-;-;5
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;4;3;2;3;-;-;-;12
"261350 SAO JOSE DO BELMONTE";2;5;6;4;12;11;14;2;1;1;-;-;58
"261360 SAO JOSE DO EGITO";-;1;-;1;-;-;-;-;1;-;-;-;3
"261370 SAO LOURENCO DA MATA";11;-;23;9;2;6;-;-;2;-;2;4;59
"261380 SAO VICENTE FERRER";-;-;-;7;72;75;47;13;24;11;7;1;257
"261390 SERRA TALHADA";2;-;-;1;4;5;5;7;1;2;1;4;32
"261400 SERRITA";-;-;-;-;1;-;-;-;1;-;-;-;2
"261410 SERTANIA";-;1;-;1;-;1;-;1;-;-;-;-;4
"261420 SIRINHAEM";-;-;1;1;5;13;29;17;10;6;-;3;85
"261430 MOREILANDIA";-;1;-;-;1;1;1;-;-;-;-;-;4
"261440 SOLIDAO";-;-;-;-;1;1;3;-;-;-;-;-;5
"261450 SURUBIM";-;16;33;14;28;12;30;18;18;10;8;-;187
"261460 TABIRA";-;-;-;2;-;-;-;-;-;2;1;-;5
"261470 TACAIMBO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261480 TACARATU";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 TAMANDARE";-;-;-;2;26;36;13;6;-;1;1;-;85
"261500 TAQUARITINGA DO NORTE";-;-;-;2;2;1;-;1;-;-;-;-;6
"261510 TEREZINHA";-;-;-;1;-;1;-;-;-;-;-;-;2
"261520 TERRA NOVA";-;-;-;1;-;1;-;-;1;-;-;-;3
"261530 TIMBAUBA";1;2;1;-;6;9;6;-;6;3;-;1;35
"261540 TORITAMA";-;-;-;-;-;-;-;1;-;-;-;-;1
"261550 TRACUNHAEM";-;-;-;12;107;72;49;23;9;-;-;-;272
"261560 TRINDADE";-;-;-;1;3;2;-;-;-;-;-;1;7
"261570 TRIUNFO";-;-;-;1;-;-;-;-;-;-;-;-;1
"261580 TUPANATINGA";-;-;2;1;2;-;1;1;1;1;2;-;11
"261590 TUPARETAMA";-;-;-;-;-;-;-;1;-;-;1;-;2
"261600 VENTUROSA";-;-;1;4;1;7;4;-;-;-;-;-;17
"261610 VERDEJANTE";-;-;-;-;2;1;4;1;-;-;-;-;8
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;3;-;-;-;-;-;3
"261620 VERTENTES";2;-;1;1;-;-;-;-;1;-;-;-;5
"261630 VICENCIA";-;-;2;2;12;16;9;6;5;-;2;-;54
"261640 VITORIA DE SANTO ANTAO";8;25;67;79;133;217;233;98;64;18;12;114;1068
"261650 XEXEU";-;-;-;-;2;2;1;5;12;3;-;-;25
"Total";339;782;1641;2327;6109;7823;7077;3838;2556;1528;1064;1169;36253
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados
   disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que para tal, realiza análise
   ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue,
    dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose
   urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiologica, em cada período pode apresentar
   notificações com data de notificação do ano anterior (semana epidemiologica 52 ou 53) e posterior (semana epidemiologica 01).
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 13/07/2023, sujeitos a revisão*.
 *Dados disponibilizados no TABNET em setembro de 2023.
 
