DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês notificação
Período:2018
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260250 BREJINHO";-;-;-;-;-;-;-;-;-;-;1;-;1
"260260 BREJO DA MADRE DE DEUS";1;4;2;6;21;5;1;1;2;3;-;2;48
"260270 BUENOS AIRES";-;-;-;-;1;-;-;-;-;-;-;-;1
"260280 BUIQUE";-;-;2;5;2;-;-;-;-;-;-;-;9
"260290 CABO DE SANTO AGOSTINHO";48;41;57;252;210;124;106;147;84;100;120;126;1415
"260300 CABROBO";-;-;-;-;-;-;-;1;-;-;-;-;1
"260310 CACHOEIRINHA";-;-;2;-;-;-;-;-;-;-;-;-;2
"260320 CAETES";3;4;60;231;69;40;6;-;-;-;-;-;413
"260330 CALCADO";-;-;-;-;-;-;1;-;1;-;-;-;2
"260340 CALUMBI";-;-;-;-;-;-;-;-;-;-;-;-;-
"260345 CAMARAGIBE";1;-;3;2;23;38;24;37;7;11;11;9;166
"260350 CAMOCIM DE SAO FELIX";-;-;-;2;-;-;-;-;3;1;-;-;6
"260360 CAMUTANGA";-;-;-;-;-;-;-;-;-;-;-;1;1
"260370 CANHOTINHO";-;-;2;1;-;-;2;1;-;-;-;-;6
"260380 CAPOEIRAS";-;-;-;2;4;2;-;-;-;-;-;-;8
"260390 CARNAIBA";-;-;-;1;-;1;-;30;19;12;-;9;72
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;-;-;-;1;-;-;1
"260400 CARPINA";18;4;11;15;-;2;5;7;3;-;-;-;65
"260410 CARUARU";7;19;23;43;60;32;24;29;16;10;6;3;272
"260415 CASINHAS";-;-;3;1;-;2;1;5;-;-;-;-;12
"260420 CATENDE";-;-;-;-;-;-;-;-;1;-;-;-;1
"260430 CEDRO";-;-;-;-;-;1;-;-;1;1;1;-;4
"260440 CHA DE ALEGRIA";-;3;-;1;1;-;-;1;-;-;-;-;6
"260450 CHA GRANDE";-;-;-;8;-;-;-;-;-;-;-;-;8
"260460 CONDADO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260470 CORRENTES";-;2;-;-;-;-;-;-;-;-;-;-;2
"260480 CORTES";-;-;-;-;2;1;4;-;-;-;-;-;7
"260490 CUMARU";-;-;2;4;17;3;1;1;2;-;-;-;30
"260500 CUPIRA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260510 CUSTODIA";1;-;-;-;1;-;-;3;-;1;-;-;6
"260515 DORMENTES";-;-;-;1;-;1;-;1;-;-;-;-;3
"260520 ESCADA";12;11;50;167;43;16;13;3;1;-;2;1;319
"260530 EXU";-;1;1;1;1;-;-;-;-;-;-;-;4
"260540 FEIRA NOVA";1;-;1;7;1;4;4;-;-;2;-;-;20
"260545 FERNANDO DE NORONHA";-;1;-;-;-;-;-;-;3;8;8;10;30
"260550 FERREIROS";-;-;-;-;-;-;-;1;-;-;-;-;1
"260560 FLORES";-;-;-;-;-;-;-;-;-;-;-;-;-
"260570 FLORESTA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260580 FREI MIGUELINHO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260590 GAMELEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260600 GARANHUNS";-;1;2;27;10;2;4;6;3;1;5;6;67
"260610 GLORIA DO GOITA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260620 GOIANA";8;4;14;12;8;3;2;5;-;5;14;15;90
"260630 GRANITO";-;-;1;-;-;-;-;-;-;-;-;-;1
"260640 GRAVATA";100;125;130;160;59;17;2;2;1;-;1;-;597
"260650 IATI";-;1;-;-;-;-;-;-;-;-;-;-;1
"260660 IBIMIRIM";-;-;-;-;1;-;1;3;-;-;-;-;5
"260670 IBIRAJUBA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260680 IGARASSU";2;3;3;15;29;22;18;18;4;23;19;21;177
"260690 IGUARACY";-;-;-;-;-;-;1;-;-;-;-;-;1
"260700 INAJA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260710 INGAZEIRA";-;-;-;-;-;-;-;3;-;-;1;-;4
"260720 IPOJUCA";-;-;1;3;5;4;10;6;5;4;7;5;50
"260730 IPUBI";-;-;-;-;-;1;-;-;1;-;-;-;2
"260740 ITACURUBA";-;-;-;1;-;-;-;-;-;-;-;-;1
"260750 ITAIBA";-;-;-;-;-;1;-;-;-;-;-;-;1
"260760 ILHA DE ITAMARACA";-;-;-;1;-;-;-;-;-;-;-;-;1
"260765 ITAMBE";-;-;-;-;-;1;1;-;-;-;-;-;2
"260770 ITAPETIM";1;-;1;1;-;1;-;1;-;-;-;-;5
"260775 ITAPISSUMA";-;-;-;-;-;-;-;-;-;-;1;-;1
"260780 ITAQUITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260790 JABOATAO DOS GUARARAPES";45;28;40;58;40;48;36;31;9;123;159;128;745
"260795 JAQUEIRA";-;-;1;1;-;-;-;-;-;-;-;-;2
"260800 JATAUBA";4;11;19;58;41;16;8;12;9;8;15;8;209
"260805 JATOBA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260810 JOAO ALFREDO";-;2;1;2;5;1;-;-;-;-;-;-;11
"260820 JOAQUIM NABUCO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260825 JUCATI";-;-;-;-;-;-;-;-;-;-;1;-;1
"260830 JUPI";-;-;-;-;-;-;-;-;-;-;-;-;-
"260840 JUREMA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260845 LAGOA DO CARRO";-;-;1;1;2;1;1;4;1;-;1;-;12
"260850 LAGOA DE ITAENGA";-;-;-;-;-;-;-;1;-;-;-;-;1
"260860 LAGOA DO OURO";-;-;-;-;-;-;-;1;-;-;-;-;1
"260870 LAGOA DOS GATOS";-;-;-;-;-;-;-;-;-;-;-;-;-
"260875 LAGOA GRANDE";-;-;-;-;-;-;-;-;-;4;-;-;4
"260880 LAJEDO";1;-;6;5;-;-;1;1;1;-;2;1;18
"260890 LIMOEIRO";10;17;46;39;24;22;19;18;3;5;9;8;220
"260900 MACAPARANA";-;-;-;-;1;-;6;6;-;-;-;-;13
"260910 MACHADOS";-;1;6;48;38;40;15;16;3;2;-;-;169
"260915 MANARI";-;-;-;-;-;-;-;-;-;-;-;-;-
"260920 MARAIAL";-;-;-;-;-;-;-;-;-;-;-;-;-
"260930 MIRANDIBA";-;-;-;3;-;1;-;-;-;-;-;-;4
"260940 MORENO";-;-;22;47;1;14;2;-;-;-;-;-;86
"260950 NAZARE DA MATA";-;-;-;-;-;-;-;-;-;-;-;-;-
"260960 OLINDA";7;13;20;19;20;34;22;14;18;6;5;2;180
"260970 OROBO";1;-;12;8;8;3;-;1;-;-;-;1;34
"260980 OROCO";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 OURICURI";-;-;-;1;-;-;-;-;1;-;-;1;3
"261000 PALMARES";2;2;10;9;3;11;4;9;6;12;21;10;99
"261010 PALMEIRINA";-;-;-;-;4;-;-;-;-;-;-;-;4
"261020 PANELAS";-;-;-;-;2;-;-;-;-;-;-;-;2
"261030 PARANATAMA";-;-;-;2;1;2;-;-;1;-;-;-;6
"261040 PARNAMIRIM";-;-;-;1;7;4;2;1;-;-;-;-;15
"261050 PASSIRA";3;3;10;40;42;12;6;4;-;1;1;-;122
"261060 PAUDALHO";-;-;-;-;-;4;3;5;4;1;-;-;17
"261070 PAULISTA";21;36;24;38;26;58;20;19;10;47;22;22;343
"261080 PEDRA";-;-;1;3;2;1;-;4;2;-;1;-;14
"261090 PESQUEIRA";1;5;2;2;2;2;-;-;-;-;1;7;22
"261100 PETROLANDIA";-;-;-;-;-;-;-;-;-;1;-;-;1
"261110 PETROLINA";2;1;2;4;2;5;7;7;4;51;24;8;117
"261120 POCAO";-;-;-;-;1;-;-;-;-;-;-;-;1
"261130 POMBOS";-;-;-;-;-;-;-;-;-;-;-;-;-
"261140 PRIMAVERA";-;-;8;-;-;-;-;-;-;-;-;-;8
"261150 QUIPAPA";-;1;-;2;4;-;-;-;-;-;-;-;7
"261153 QUIXABA";-;-;-;-;-;-;1;1;-;-;-;-;2
"261160 RECIFE";80;105;152;295;398;267;227;193;142;161;135;108;2263
"261170 RIACHO DAS ALMAS";-;1;-;2;-;-;-;-;-;-;-;-;3
"261180 RIBEIRAO";-;-;1;-;-;-;-;-;-;-;-;-;1
"261190 RIO FORMOSO";-;-;-;-;1;-;-;-;-;-;-;-;1
"261200 SAIRE";-;-;4;13;-;-;-;-;-;-;-;-;17
"261210 SALGADINHO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261220 SALGUEIRO";-;1;2;5;28;40;38;47;26;11;24;5;227
"261230 SALOA";2;-;-;-;-;-;-;-;-;-;-;-;2
"261240 SANHARO";-;-;-;-;1;-;-;-;-;-;-;-;1
"261245 SANTA CRUZ";-;-;1;-;-;1;-;-;-;-;-;-;2
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;-;-;1;4;-;-;-;-;5
"261250 SANTA CRUZ DO CAPIBARIBE";10;1;12;6;5;10;9;12;6;15;1;3;90
"261255 SANTA FILOMENA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 SANTA MARIA DA BOA VISTA";-;1;1;1;-;1;-;-;1;-;-;-;5
"261270 SANTA MARIA DO CAMBUCA";3;-;2;-;-;-;-;-;-;-;-;-;5
"261280 SANTA TEREZINHA";-;-;-;-;1;-;-;-;-;-;-;-;1
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;-;-;1;-;-;-;1
"261300 SAO BENTO DO UNA";4;-;-;1;1;2;-;1;-;-;-;-;9
"261310 SAO CAITANO";1;-;-;1;-;-;-;-;-;-;-;1;3
"261320 SAO JOAO";-;1;2;3;4;-;1;2;2;1;-;-;16
"261330 SAO JOAQUIM DO MONTE";1;-;3;1;1;1;-;-;-;-;-;-;7
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261350 SAO JOSE DO BELMONTE";-;1;-;-;-;-;2;-;-;-;-;1;4
"261360 SAO JOSE DO EGITO";-;1;1;-;-;-;-;-;-;-;-;-;2
"261370 SAO LOURENCO DA MATA";6;36;29;38;47;11;16;17;27;11;5;7;250
"261380 SAO VICENTE FERRER";1;-;1;-;-;-;-;-;-;-;-;-;2
"261390 SERRA TALHADA";-;-;1;1;-;4;2;1;3;2;1;-;15
"261400 SERRITA";-;-;-;-;-;1;-;1;-;-;-;-;2
"261410 SERTANIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"261420 SIRINHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261430 MOREILANDIA";-;-;-;-;-;1;-;-;-;-;-;-;1
"261440 SOLIDAO";-;-;-;-;-;-;-;-;1;-;-;-;1
"261450 SURUBIM";1;1;2;1;-;-;1;-;1;1;1;-;9
"261460 TABIRA";-;-;-;5;-;-;-;-;-;-;-;-;5
"261470 TACAIMBO";-;-;1;6;-;-;-;-;-;-;-;-;7
"261480 TACARATU";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 TAMANDARE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261500 TAQUARITINGA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261510 TEREZINHA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261520 TERRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261530 TIMBAUBA";-;1;5;4;1;4;10;8;2;-;-;-;35
"261540 TORITAMA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 TRINDADE";1;-;-;-;1;-;-;-;-;-;-;-;2
"261570 TRIUNFO";-;-;-;-;-;1;1;-;-;1;-;-;3
"261580 TUPANATINGA";-;-;-;-;1;-;-;-;1;-;-;-;2
"261590 TUPARETAMA";1;-;-;-;-;-;-;-;-;-;-;-;1
"261600 VENTUROSA";1;-;-;-;1;25;3;1;-;-;-;-;31
"261610 VERDEJANTE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;1;-;-;-;-;1
"261620 VERTENTES";-;-;-;-;-;-;-;-;-;1;-;-;1
"261630 VICENCIA";-;-;-;1;3;-;-;1;-;-;1;-;6
"261640 VITORIA DE SANTO ANTAO";16;28;119;202;135;76;40;15;7;5;1;1;645
"261650 XEXEU";7;-;3;-;-;-;-;-;-;-;1;-;11
"Total";481;571;1056;2019;1560;1174;898;879;526;718;680;611;11173
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados
   disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que para tal, realiza análise
   ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue,
    dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose
   urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiologica, em cada período pode apresentar
   notificações com data de notificação do ano anterior (semana epidemiologica 52 ou 53) e posterior (semana epidemiologica 01).
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 13/07/2023, sujeitos a revisão*.
 *Dados disponibilizados no TABNET em setembro de 2023.
 
