DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês Notificação
Período:2009
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"261247 SANTA CRUZ DA BAIXA VERDE";1;-;-;-;-;-;-;-;-;-;-;-;1
"261250 SANTA CRUZ DO CAPIBARIBE";1;-;1;6;1;5;1;-;-;-;-;2;17
"261255 SANTA FILOMENA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 SANTA MARIA DA BOA VISTA";-;-;-;1;2;3;3;-;-;-;-;-;9
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261280 SANTA TEREZINHA";-;1;4;-;-;-;-;-;-;-;-;-;5
"261290 SAO BENEDITO DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-
"261300 SAO BENTO DO UNA";-;-;-;-;2;-;-;-;-;-;-;-;2
"261310 SAO CAITANO";-;-;1;1;-;1;2;-;-;1;-;-;6
"261320 SAO JOAO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261330 SAO JOAQUIM DO MONTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261350 SAO JOSE DO BELMONTE";-;-;-;-;-;1;-;-;-;-;30;7;38
"261360 SAO JOSE DO EGITO";-;-;2;-;-;1;-;-;-;-;-;-;3
"261370 SAO LOURENCO DA MATA";1;1;1;-;1;-;1;-;-;-;-;-;5
"261380 SAO VICENTE FERRER";-;-;-;-;-;-;-;-;-;-;-;-;-
"261390 SERRA TALHADA";-;-;-;-;-;2;1;2;-;1;2;1;9
"261400 SERRITA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261410 SERTANIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"261420 SIRINHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261430 MOREILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261440 SOLIDAO";-;-;-;-;-;-;1;-;-;-;-;-;1
"261450 SURUBIM";-;-;2;-;2;3;7;6;1;1;3;6;31
"261460 TABIRA";4;-;1;-;2;1;5;-;1;1;-;-;15
"261470 TACAIMBO";-;-;5;1;-;1;1;1;-;-;-;1;10
"261480 TACARATU";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 TAMANDARE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261500 TAQUARITINGA DO NORTE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261510 TEREZINHA";-;-;-;-;-;-;1;-;-;-;-;-;1
"261520 TERRA NOVA";-;-;-;1;-;-;-;-;-;-;-;-;1
"261530 TIMBAUBA";-;1;15;1;7;9;7;1;1;2;2;2;48
"261540 TORITAMA";-;-;-;-;2;2;2;-;-;-;-;-;6
"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 TRINDADE";-;-;1;-;-;-;-;-;-;-;-;-;1
"261570 TRIUNFO";-;-;1;1;-;1;-;-;-;-;-;-;3
"261580 TUPANATINGA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261590 TUPARETAMA";-;-;-;-;-;1;-;1;-;-;-;-;2
"261600 VENTUROSA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261610 VERDEJANTE";-;-;2;-;-;-;-;-;1;3;11;-;17
"261618 VERTENTE DO LERIO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261620 VERTENTES";-;-;-;-;-;-;-;-;-;-;-;-;-
"261630 VICENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261640 VITORIA DE SANTO ANTAO";-;-;1;5;4;2;6;14;17;3;3;-;55
"261650 XEXEU";-;-;-;-;-;-;-;-;-;-;-;-;-
"Total";108;159;334;345;392;396;324;236;113;106;165;234;2912
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Incluídas notificações de indivíduos residentes no Brasil, independente de sua confirmação, exceto os descartados,
   pois em situações de epidemia nem sempre é possível confirmar todos os casos.
 Para tabular os óbitos por dengue até 2012, deve-se considerar apenas os casos graves (DCC, FHD, SCD, DSA, DG)
   em que a evolução seja "óbito pelo agravo notificado" com critério de confirmação laboratorial e clínico-epidemiológico.
   A partir de 2013, deve-se incluir, além dos casos graves, aqueles com classificação final dengue.
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos.
 Para cálculo da incidência utilize locais de residência.
 Dados de 2007 atualizados em 30/08/2009.
 Dados de 2008 atualizados em 17/03/2011.
 Dados de 2009 atualizados em 23/06/2011.
 Dados de 2010 atualizados em 18/06/2011.
 Dados de 2011 atualizados em 11/01/2012.
 Dados de 2012 atualizados em 25/07/2013.
 Dados de 2013 atualizados em 10/07/2014.
 Data da publicação dos dados 04/02/2019.
 
