DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Pernambuco
Casos Prováveis por Município de notificação e Mês notificação
Período:2020
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260900 MACAPARANA";-;2;1;-;-;-;-;-;-;-;-;-;3
"260910 MACHADOS";-;-;-;-;1;4;1;-;-;-;-;-;6
"260915 MANARI";-;-;-;-;-;-;-;-;-;-;-;-;-
"260920 MARAIAL";2;-;1;-;4;1;3;-;-;-;-;-;11
"260930 MIRANDIBA";-;-;-;5;4;6;-;-;-;-;-;-;15
"260940 MORENO";11;6;12;1;-;6;16;14;3;1;-;1;71
"260950 NAZARE DA MATA";-;10;8;4;5;4;4;9;-;5;3;3;55
"260960 OLINDA";28;8;11;8;5;26;38;38;19;18;15;4;218
"260970 OROBO";-;-;1;-;-;2;1;2;-;-;-;-;6
"260980 OROCO";-;-;-;1;-;6;5;4;1;-;-;-;17
"260990 OURICURI";1;2;3;8;8;7;1;2;-;1;4;1;38
"261000 PALMARES";9;11;11;3;-;-;-;-;-;1;-;-;35
"261010 PALMEIRINA";-;-;-;18;12;4;-;-;-;-;-;-;34
"261020 PANELAS";-;5;15;34;7;1;-;-;-;-;-;-;62
"261030 PARANATAMA";-;-;-;1;2;2;2;-;1;-;-;-;8
"261040 PARNAMIRIM";-;-;1;-;26;10;1;-;-;-;-;-;38
"261050 PASSIRA";-;-;-;-;1;-;4;2;-;-;-;-;7
"261060 PAUDALHO";-;2;3;-;1;1;-;-;1;-;-;-;8
"261070 PAULISTA";28;12;8;7;21;186;364;316;287;198;47;-;1474
"261080 PEDRA";-;1;4;17;7;2;1;1;1;-;1;-;35
"261090 PESQUEIRA";9;15;43;18;26;7;6;2;2;2;2;-;132
"261100 PETROLANDIA";1;-;-;-;-;-;-;1;-;-;-;-;2
"261110 PETROLINA";17;53;83;250;1090;716;198;56;27;11;13;12;2526
"261120 POCAO";-;-;-;-;-;-;-;-;-;-;1;-;1
"261130 POMBOS";-;-;-;2;-;-;2;-;-;-;-;-;4
"261140 PRIMAVERA";-;-;-;-;-;-;3;-;-;-;-;-;3
"261150 QUIPAPA";-;-;-;1;29;19;3;-;-;-;-;-;52
"261153 QUIXABA";-;-;1;9;4;2;2;-;-;-;-;-;18
"261160 RECIFE";199;125;160;54;45;280;506;341;387;193;186;144;2620
"261170 RIACHO DAS ALMAS";-;-;-;-;-;-;-;-;-;-;-;-;-
"261180 RIBEIRAO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261190 RIO FORMOSO";9;20;-;4;-;8;3;2;1;6;-;1;54
"261200 SAIRE";-;-;-;-;2;-;-;2;-;-;-;-;4
"261210 SALGADINHO";-;-;-;2;-;2;-;-;-;-;-;-;4
"261220 SALGUEIRO";-;20;114;261;316;146;33;10;-;3;1;4;908
"261230 SALOA";-;-;1;1;-;-;-;-;-;-;-;-;2
"261240 SANHARO";-;1;1;13;13;-;-;-;-;-;-;-;28
"261245 SANTA CRUZ";-;1;1;3;4;1;3;-;-;-;-;1;14
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261250 SANTA CRUZ DO CAPIBARIBE";3;2;8;5;12;14;12;8;3;8;-;-;75
"261255 SANTA FILOMENA";-;-;2;-;-;-;-;-;-;1;-;-;3
"261260 SANTA MARIA DA BOA VISTA";-;-;2;-;12;29;8;-;-;-;-;-;51
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;1;-;-;-;-;-;1
"261280 SANTA TEREZINHA";-;2;1;4;2;1;1;-;-;-;-;-;11
"261290 SAO BENEDITO DO SUL";-;1;-;-;-;-;-;-;-;-;-;-;1
"261300 SAO BENTO DO UNA";1;-;-;1;1;2;-;-;-;-;-;4;9
"261310 SAO CAITANO";-;-;-;2;6;4;5;-;-;-;-;-;17
"261320 SAO JOAO";-;2;1;8;4;10;11;1;-;-;-;-;37
"261330 SAO JOAQUIM DO MONTE";-;-;-;-;-;-;1;-;-;-;-;-;1
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261350 SAO JOSE DO BELMONTE";-;-;2;-;2;1;2;-;-;-;-;-;7
"261360 SAO JOSE DO EGITO";-;2;1;2;8;7;3;-;2;1;1;-;27
"261370 SAO LOURENCO DA MATA";27;37;20;10;-;3;11;11;18;44;36;22;239
"261380 SAO VICENTE FERRER";-;-;-;1;-;-;-;2;-;-;-;-;3
"261390 SERRA TALHADA";-;1;1;1;4;5;1;-;-;2;3;1;19
"261400 SERRITA";1;1;3;21;18;6;2;-;-;-;2;-;54
"261410 SERTANIA";1;-;-;-;-;5;2;1;2;1;-;1;13
"261420 SIRINHAEM";7;20;-;-;-;-;-;4;1;-;-;-;32
"261430 MOREILANDIA";-;-;1;2;2;3;-;1;-;1;1;-;11
"261440 SOLIDAO";-;-;-;-;-;-;-;-;-;-;-;-;-
"261450 SURUBIM";1;8;16;18;24;9;7;-;6;1;3;2;95
"261460 TABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261470 TACAIMBO";-;-;-;-;-;1;1;-;-;-;-;-;2
"261480 TACARATU";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 TAMANDARE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261500 TAQUARITINGA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-
"261510 TEREZINHA";-;-;-;3;4;1;-;-;-;-;-;-;8
"261520 TERRA NOVA";-;-;4;2;7;7;4;-;1;-;-;-;25
"261530 TIMBAUBA";-;1;2;2;1;2;-;4;2;5;1;-;20
"261540 TORITAMA";-;-;2;1;-;-;-;-;-;-;-;-;3
"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 TRINDADE";-;2;9;-;-;-;2;6;5;10;7;2;43
"261570 TRIUNFO";-;1;39;16;3;-;-;-;-;-;-;-;59
"261580 TUPANATINGA";-;-;-;-;-;24;14;9;2;3;5;-;57
"261590 TUPARETAMA";-;7;-;-;-;-;-;-;-;-;-;-;7
"261600 VENTUROSA";-;1;-;-;-;-;-;-;1;-;-;-;2
"261610 VERDEJANTE";-;-;-;2;1;6;4;-;-;-;-;-;13
"261618 VERTENTE DO LERIO";1;-;-;5;6;5;3;-;-;-;-;1;21
"261620 VERTENTES";-;-;-;-;1;5;4;-;-;-;-;-;10
"261630 VICENCIA";-;-;-;-;-;-;-;-;-;-;-;-;-
"261640 VITORIA DE SANTO ANTAO";4;6;8;3;1;1;2;2;4;6;19;20;76
"261650 XEXEU";-;-;-;-;-;-;-;-;-;-;-;-;-
"Total";908;977;1246;1804;3061;2718;2947;2134;1637;1173;835;724;20164
 Fonte: Ministério da Saúde/SVS - Sistema de Informação de Agravos de Notificação - Sinan Net
 Notas:
 
 Para os casos prováveis foram incluídas todas notificações, exceto casos descartados.
 As bases de dados de dengue aqui disponíveis compõem um banco único a partir de 2014, podendo haver pequenas divergências com os dados
   disponibilizados pelo CGARB (Coordenação Geral de Vigilância de Arboviroses-CGARB) em sua série histórica, que para tal, realiza análise
   ano a ano, com a base congelada para cada ano analisado.
 Para tabular os casos graves (classificação final igual a dengue com complicações, febre hemorrágica da dengue, síndrome do choque da dengue,
    dengue com sinais de alarme e dengue grave) é necessário considerar também o critério de confirmação (laboratorial e clínico-epidemiológico).
 A partir de 2020 o estado do Espírito Santo passou a utilizar sistema o e-SUS Vigilância em Saúde. Portanto, para os casos de Arbovirose
   urbanas do Espírito Santo foram considerados apenas os dados disponibilizados pelo Sinan online (dengue e chikungunya) e Sinan Net (zika).
 Períodos Disponíveis ou período - Correspondem aos anos de notificação dos casos e semana epidemiologica, em cada período pode apresentar
   notificações com data de notificação do ano anterior (semana epidemiologica 52 ou 53) e posterior (semana epidemiologica 01).
 Para cálculo da incidência utilize locais de residência.
 Dados de 2014 atualizados em 13/07/2015.
 Dados de 2015 atualizados em 27/09/2016.
 Dados de 2016 atualizados em 06/07/2017.
 Dados de 2017 atualizados em 18/07/2018.
 Dados de 2018 atualizados em 01/10/2019.
 Dados de 2019 atualizados em 10/07/2020.
 Dados de 2020 atualizados em 23/07/2021.
 Dados de 2021 atualizados em 12/07/2022.
 Dados de 2022 atualizados em 18/07/2023.
 Dados de 2023 atualizados em 13/07/2023, sujeitos a revisão*.
 *Dados disponibilizados no TABNET em setembro de 2023.
 
